Review,Rating
lumayan baik gamenya saya suka bermain setiap hari...,5
Dari segimain nya dah cukup bagus tapi yang kurang tuh cuman lisensinya di banyak,5
game semakin berat...,1
gak bisa cloning,1
game nya sudahh bgusss tapii yang harus ditambahkan komentator Indonesianyaaa biar enak main gamenya tolong untuk Konami menambahkan komentar Indonesianyaaa terimakasih 🙏,5
"Setelah Update, Event master sprint sampah ! harus banyak di bnerin . masa cuma 10 x main .",3
seruu,5
terbaik👍💯👍💯👍💯,5
"ngestuck setelah download update 2.5gb, sampai 2 hari akhirnya uninstall",1
game ini sangat keren,5
game ini adalah game terbaik bagi ku aku jadi lebih percaya diri dan tidak pula di buly,5
makin berat setelah update,1
game kbnyakan scrip nda jelass,1
"ini update 2,5gb cuman buat liga Malaysia anjirrr lah",1
efootball adalah game yang bagus secara grafik dan gameplay,5
"bagus sangat, cuma mainnya tergantung jaringan harus full jk tidak kalah terus",4
"big L untuk 1b download nya tidak ada selection contract epic dan kalo sudah dapat epic random bukan yang di incar tidak dapat box fix epic yang setelah 20 draw ,konami makin kesini makin kikir nya luar biasa perayaan sebesar ini pun ga ada kasih kesenangan untuk player setia nya",1
apk tdk bisa di gunakan,1
REMOVE SMART ASSIST,1
sangat bagus saya main dari 2023 sangat seru,5
"game online paling tolol, ketika PVP garingan seperti kura kura game online gagal, hanya bagus ketika vs AI oke si tapi ini game online bung yg di perhatikan adalah sistem jaringan, dan juga game ini paling pelit. Karena ini game online jadi secara garis besar game ini gagal total percuma grafik nya bagus kalau sistem jaringan jelek tidak berguna sekali lagi tidak berguna dan gagal total",1
"temen modal bansos dpt epic mulu, gua top up mlh base card yg diksih",3
untuk mode PvP online masih sering dilay,5
"Game apa ini abis update bukannya tambah bagus malah crash masal, tidak bisa masuk ke in game",1
geme tolol,1
ini update kemaren buat para pemain kayak orang tolol,4
ga kompitabel,1
editannya ada apa ? BRI super lig dah masuk gtu?,4
tolong dong bisa support controller native nya di mode online juga jangan mode single biasa aja,1
engga bisa login setelah abdet,1
"habis apdete,kasih puyol bos",5
parah sekali update gak kira2 😡😡,1
"konami kek mna setelah aupdet ini kok makin gak jelas ,lagi main tiba tiba jaringan nya bisa satu titik padahal jaringan di hp ku fulll bukan sekali dua kali keyak gitu berkali kali masalah nya tolonggg lah konami",1
"Download macet dikit lagi selesai malah tambah ngurang, udah habis puluhan giga buat download data in game 😈",1
jepang paok tekel sudah bagus malah di nerf jangan bikin game aja udah mah update gak jelas,3
datanya gak bisa didownload barnya gak gerak udah uninstall aplikasi tapi tetap gak bisa main,1
game skrip. konami tidak layak,1
bisa tidak simpa di amil,5
Tolong update lagi masak orangnya kayak patung matanya ngak kedip tolong di perbagus lagi modeling nyA,4
gk bisa login.. akun clone banyak gk bisa di mainin padahal uda 1 million yg unduh berkat apa emg yaa berkat akun2 clone lah malah di persulit tololl jd gk bisa di mainin semua,1
kok stuck loading oi,1
"gak bisa di update, tolong udah 2X download hampir selesai d 90% gagal mlu,kecewa,padahal ruang penyimpanan masih luas",1
lanjutkan,4
game ini sangat bagus tapi klub nya sebagian nggak ada,4
terlalu Sering Pembaruan 😥,1
anj gua update udah 95% balik lagi ko game goblog gini balik lagi ke 1% malah abis kuota 10gb,1
"bagus banget, cuman minusnya di lisensi club, jadi kurang enak di lihat, tolong dong bisa di lengkapi🙏🙏",5
saya udh update terus saya ga bisaakn harus update ulang gimana ya,1
akhirnya bisa main,5
"setelah update,, permainan ga respect sama sekali terutama posisi back,,,back bukannya mundur saat lawan ke area gawang,,malah diam aja backnya.",2
GAME KONTOL,1
game aneh verivikasi muka kagak bisa loh aneh bgt tolong konami perbaikin verivikasi mukanya woi,1
game an****. posisi menang dan peluit sudah berakhir tiba2 ngelag dan dinyatakan kalah..,1
saya suka dengan gim ini saya beri reting lima🤗🥰😍 terimakasih,5
geme baguss seru tapi kalau sepin selalu gak dapet,5
game kikir !!!,1
"kalau bisa tambahin mode offline, bisa main seperti biasa tetapi dimode offline",4
GAME BUSUK,1
habis update malah tambah bosok sinyal nya ilang trs padahal sinyal hp fulll,2
tolong perbaiki grafik,4
grafik nya bagus 👍,5
Pas selebrasi harus ngomong,5
update kemarin membuat kecewa dan kendala bagi para player krna sudah TDK bisa menggunakan data akun cadangannya tolong kembalikan kemudahan bagi para player yg memiliki akun lebih dri 2,2
nge lag dikit,5
"habis update game berat, defend susah. lelet parah",1
uda mulai bagus gamenya,4
stuoid,5
knapa saya kaga bisa update PES Iyya,5
"kalo lawan player pasti ngelek walaupun sinyal udah full, masih aja ngelek jaringannya padahal udah wifi+data, di match selalu selalu muter muter.",3
baguss Q,5
makin hari makin berat udah waktu nya pensi dari efootball,3
saya harap master league menjadi permanen dan tidak hanya event saja,5
👍👍,4
"pembaruannya selalu besar besar 2,5 GB jadi malas main",1
Game Bagus,5
"disarankan update di aplikasi efotballl nya aja di playstore update 2,5gb gw ulang"" terus sampe abis kuota gw mmk",1
"di update bukan makin bagus malah makin jelek, makin gak seimbang nih game",1
game yg sangat buruk,1
jelek update gak jelas tambah berat datanya,1
"ini gimana masa stuck di 0% gabisa masuk pdahal bukan akun clone, wahh kacauuu nih",5
"ayolah Konami masak puas devisi selalu ketemu devisi atas mulu kapan menang kalau bisa di tambahan filter puas devisi cuman bisa ketemu dengan devisi yang sama masak peringkat 1,5jt ketemu peringkat 78 anehhhh",1
Game sampah,1
masih menjadi game football favorit sampai saat ini,5
GK bisa di donlod ...GK jelas ni game,1
pokoke joget,4
woi konamex lu benerin dah bug download data tambahan stuk 0% update paling sampah kali ini downloadnya stuck 0 padahal di Play Store udah download data tambahanya,1
tambahkan super liga indonesia,5
saya tidak bisa bermain karena loading yg tidak menambah nambah padahal memori saya masih banyak,1
game busuk mulai di masukin iklan,1
game bola terbaik dengan grafik HD dan fitur yang lengkap,5
aku menyangkan dari analog nya yang sedikit susah mengikuti jari jempol ku yang lain nya bagus,1
kenapa harus apdet versi baru itu memerlukan data setara dengan download ulang,1
game play kurang ringan,5
jaringan servernya agak susah,5
👍bagus,5
gem nya bagus realistis tapi aku minta Kamis nanti keluar kan GK DiDa Milan,5
"back to b1, abis update tambah gajelas makin berat, sinyal wifi full masih lag, pake provider axix juga sinyal full di gameplay berat-delay-ngelaggggg parah. GAJELAS UPDATE SAMPAH.",1
gam nya sudah bagus tapi yang di sayangkan gam nya tidak pul lisensi tolong di pul lesensikan,3
loading nya lama,4
makin kureng,1
"habis update malah ga bisa ke buka game nya,stak d loading",1
bagusss bgtt,5
kasih hoki gw minn,5
"Update kuota 2.5 gb hanya bikin scripted game meningkat. Developer busuk No foul-offside buat tim AI, passing throughpass disabotase bahkan pas di lini belakang passing diarahin blunder, jdi pilihane tinggal long pass auto kalah duel heading ma lawan. jangan ada yang beli koinnya, kita main game bukan untuk disabotase sama developernya.",1
"Hi Konami, can I give you some suggestions for your gameplay? Please update the touch & flick controls. I feel it's unfair here because you only updated the virtual pad. Hopefully the next update will be better.",1
don't be too stingy to the players,5
update ny gila,1
game yg bagus tapi salahnya ram gede,5
semakin bagus,5
"tolong untuk liga saya, tambahkan untuk klas liga seperti liga umumnya, liga 1 liga 2 liga zona Eropa dll dan buat degradasi biar game tambah seru dan menarik",1
"jadi p2w gini wok, mana bale gw makin lama makin berat lagi",1
"Gila update an terbaru besar sekali,, 2.4gb..",2
"ini habis update stuck di layar depan doang ngapa ya,ada tulisan pengunduhan selesai tapi ga jalan jalan dri kemaren ga jalan jalan",1
gausah sok sok an nambah fitur master league konami!!! server lu bagusin jaringan bagus main PvP lag parah padahal main game lain lancar jaya,1
"update 2gb hampir gk ada beda,udah gitu master league apaan itu?",1
udah update LAMA MALAH TERTUNDA TIBA TIBA,1
bagus bangat,5
"✍️✍️✍️ makin sering di update malah makin ok aja tapi gak mesti besar juga kapasitas update nya min....kasian para penikmat bola sejati 😂😂 tp knpa setiap pembaruan kapasitas nya makin besar, ma lama mledak di hp GK kuat nahan beban pembaruan 🥺🥱🥱🥱...mantul pokok ke 😂😂",5
kalo ada tambahan kompetisi liga champions nya bakal lebih seru sebenarnya,5
update nya mahal,2
lumayan juga lah sih,5
game paling bagus pernah aku mainin,5
kenapa tidak bisa di update,5
Game nge-bug download 0%,1
untuk perkembangannya sudah bagus tapi untuk event pemain epic malah kayak di persulit,5
seharusnya selain pemain-pemain yang bagus stadionnya juga harus ganti-ganti sesuai dengan pertandingan klub jangan itu mulu sudah bosan seharusnya sesuaikan dengan yang ada di gambar,4
"kenapa sih kalo ada update terbaru sering ga bisa update, padahal kualitas jaringannya bagus pake data atau wifi",1
"lain kali tidak usah ada update, kalo cuma bikin server error. auto uninstall",1
saat pengunduhan selesai stuck ke 0,1
akun klon gw 😭,1
nda bisa login nge stuck di 100%,1
"najis ni game tiap update udh mau beres pasti ngriset lagi anj,mana gede lagi update nya",1
game bagus tapi kurang seponsor dari klub besar,4
buatin lisensi fc bayern,3
guee ngk pernh pakai akun clone TPI kenapa hp guee ngk bisa?,5
sangat menarik gamenya,5
ok gmaeee,5
"update Mulu, malah tambah rusak",1
Update terus sampe mirip ke PS 4 min!!!!,5
liga malaysianya cakep tapi tolong dong wasitnya diganti,5
Game lol login ada Limit gak jelas,1
jancik update kok 7 hari sekali 😒,5
ini gmna sih masa aku habis 8gb kuota masa gak jalan jalan malah stuck di 91% aneh banget nih makin kesini makin gk ngotak tolong perbaiki lah min masa menakan kuota terlalu banyak sih,2
"tolonglah sistem nya di benarin,masa kalau ketemu squad mewah selalu di buat berat Sebelah, terkadang sinyal lag,jadi main seakan akan dibuat buat",1
terlalu mengandalkan jaringan,1
knpa setelah di apdetgx bisa masuk.. padahal pengunduhan selesai.. mohon jawaban nya lh min,5
"Tolonglah Konami abis update bukannya tambah enak malah makin ga enak, gameplay makin berat lambat banget, jaringan pun tetep sama suka macet². tolonglah seperti yg dulu lagi",3
tolong jaringannya diperbaiki,3
game lain aman. game malah sinyal bermasalah mulu...,1
semakin ga jelas setelah update,1
"stuck di loading screen, tulisannya pengunduhan selesai tapi gak jalan jalan, ditunggu Berjam jam gak masuk masuk",1
gaem nya bagus tapi tolong kasih emot buat ngejek pas kita suting gool biar seru ok,4
"pelit sekali dari jaman pes smpe sekarang kalo gacha selalu ampas,",1
"game nya habis di upgred kok jadi gk enak dalam bermain nya,,,pemainnya jd paok lambat responnya,,kontrol bolanya jd kaku tidak sprt dlu sbelum diupgred,,,seharus nya makin baik/bagus setelah di upgred ne malah jadi lemot,,,",3
game ini adalah game bola paling keren di mobile namun saya ingin kalau bisa ditambahkan mode turnamen seperti liga champions atau turnamen negara dan tambahan mode career pemain serta kalah bisa tambahkan lisensi liga Super Indonesia,5
gimana sih udah main udah misi tapi nggak dapet pemain nya yang di event sangat buruk bangett,1
setelah di update efootball sy mentok di logo,2
updatenya besar sekali,5
tolong min saya ga bisa login setelah update di akun saya,5
kembalikan game play ku konamiiiiiii😭😭😭,2
ok baikk,5
"Game apalah,apk clone udah ga bisa,akun ku pun banyak itupun bagus² ngotak dikit kalau buat game, gimana mau rame nih game kalau kek gini terus, jaringan jelek,game play serasa udah berat,apk clone udah ga bisa+loading nya lama banget+ga jalan²",1
"dari dulu kualitas servernya paling buruk, apalagi ketika main pvp, ntah bug, ntah tiba tiba ngeleg, saya main dari 2020 gini gini terus, saya rasa update an sampai saat ini sangat kurang",5
bagus saya suka,5
"ini game gmnaa sihh saya udah upgrade game ini , terus pas mau masuk mentok di pengunduhan ga maju'",1
game efootbal bagus banget,5
apdet nya semakin ngk ngotak bjigggg,5
terkadang kalau download lama,1
tambahan liga jerman dan liga champion eropanya biar semakin enak di mainkan saya kasih bintang 5 biar ada perubahannya,5
bags banger permainannya,5
Coba dlu,5
"secara over all siihh Mannttaapp, hanya saja semakin upgrade semakin Level Legend Ai nya semakin Giilllaaaaa, bener2 sulit sekali, di tenang2 pun masih suka emosi lagi emosi lagi karna begitu semakin sempurna pertahanan dan menyerang nya Legend Ai. 🤷‍♂️🤦‍♂️",4
"RATING DAN STATISTIK PEMAIN SANGAT TIDAK SESUAI, RATING PEMAIN 100+ TAPI STATISTIK DAN GAMEPLAY NYA SANGAT TIDAK SESUAI👎",1
setelah update 9 April tidak bisa login padahal akun utama,1
kenapa setelah di update malah jadi berat..aku kasih 1 bintang..tolong di kembangkan lagi ..aku kecewa,1
konami mau lu apa sihh balikin akun kita dongggg kita juga nih butuh game untuk hiburann klo gaya gini efootball kedepanya bakal menurun pringkat nya bakal yg mainin juga dikittt orangnya,1
"Master league nya jelek, nyawanya pake koin kocak, ayolah diperbaiki",1
"kok sekarang makin kaku,apalagi defend sering planga plongo",5
"gak bisa di clone, paytowin",3
"konami perbaikin dong apk clone nya, mending gak usah update besar besaran klo apk clone gak bisa di mainkan",1
game tolol ga jelas mau update stak di 3 tolol kuota gua habis gajelas,1
menu liga champions,2
Konami mengeluarkan event besar tapi tidak jelas kacau event terburuk tahun ini,2
coba tambahin liga Indonesia min,5
"habis update akun gua malah hilang ,gimana ini, udah taut ke konami tapi gak bisa masuk ga ada data katanya,, sistem tautan nya benerin lah",1
gua kasih bintang 1 karena kesal efootball sekarang gak kayak dulu gak ribet masuk tinggall masuk sekarang gak bisa,1
"comeback karena ada master league, tapi pas main langsung kecewa 🤣🤣🤣, mending liga saya ditambahin match liga champions deh dari pada kek gini 🤣😹",1
game bosok Konami bangkrut,1
geme pay to win aneh masa pemain tua lebih op ketibang pemain muda yang masih op di real life tapi disini malah kaya letoy gitu,3
"ko website my konami ga bisa di buka .. ?? jadi ga bisa ganti akunn .. knpa ini konami, update gede tapi malah jadi rusak begini ..",1
tolong efotball harus di tingkatkan lagi,4
Adakan liga Indonesia Min,3
"Permain yg sangat bagus tapi bnyak yg hrus di perbaiki seperti tombolnya dan harus ada laga bagus jngan itu2 trus bosan gak ad campionsnya, sering2 upadete tapi tdk ad perubahan dari segi permainan",5
"game nya bagus saya sukaa,, cuma kenapaa yaa setiap main pvp jaringan nya naik turun jadi gamplay delay,, setiap main pvp doang,, padahal jaringan bagus lohh kencengg,, kalo makain wifi juga sama aja pasti fos nya drop jadi main pvp ngeleg atau ga delay",5
penyimpanan nya bang banyak kali,5
Sanga baik,5
hapus nyawa di master league dong,5
"gausa banyak update la,susah jadinya harus terbiasa lagi",5
bagus gamenya tapi uapdet-nya terlalu cepat 😤,4
"semakin aneh, setelah di apdet malah gak bisa main, cuma masuk di logo doang,.",1
walau sinyal wifi sudah lancar tetapi masih saja ngelag di game,1
"game nya sekarang delay banget, udah bikin males maen nya",1
"game bagus tapi sayang saat lawan IA pelatih timnas Indonesia gak pernah ganti. tolong ganti dg pelatih yg sekarang, dan juga pemainnya yg sekarang di thn2026 saya sudah lama maen game ini",4
tolong dong kasih liga indonesia biar tambah seru lagi admin malah liga super Malaysia gak seru,4
"ini abis update knp ngestuck di 0 persen terus si padahal jaringan lancar, update 2,3 gb malah makin banyak bug nya aneh",1
