Review,Rating,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,Label
"wes lumayan, stadion yg membosankan",4,wes lumayan stadion yg membosankan,wes lumayan stadion yg membosankan,wes lumayan stadion yang membosankan,"['wes', 'lumayan', 'stadion', 'yang', 'membosankan']","['wes', 'lumayan', 'stadion', 'membosankan']",wes lumayan stadion membosankan,negative
mb nya terlalu banyak q,5,mb nya terlalu banyak q,mb nya terlalu banyak q,mb nya terlalu banyak q,"['mb', 'nya', 'terlalu', 'banyak', 'q']","['mb', 'q']",mb q,neutral
game tai,1,game tai,game tai,game tai,"['game', 'tai']","['game', 'tai']",game tai,negative
dari dulu sampai sekarang update mulu nggak ada perubahan setiap laga VIP pasti lag.,1,dari dulu sampai sekarang update mulu nggak ada perubahan setiap laga VIP pasti lag,dari dulu sampai sekarang update mulu nggak ada perubahan setiap laga vip pasti lag,dari dulu sampai sekarang update melulu tidak ada perubahan setiap laga vip pasti lambat,"['dari', 'dulu', 'sampai', 'sekarang', 'update', 'melulu', 'tidak', 'ada', 'perubahan', 'setiap', 'laga', 'vip', 'pasti', 'lambat']","['update', 'melulu', 'perubahan', 'laga', 'vip', 'lambat']",update melulu perubahan laga vip lambat,positive
"saya sangat suka dengan event terbaru nya e fotball , sprint master league menurut saya event ini sangat seru ..☺️☺️☺️",5,saya sangat suka dengan event terbaru nya e fotball  sprint master league menurut saya event ini sangat seru,saya sangat suka dengan event terbaru nya e fotball  sprint master league menurut saya event ini sangat seru,saya sangat suka dengan event terbaru nya e fotball sprint master league menurut saya event ini sangat seru,"['saya', 'sangat', 'suka', 'dengan', 'event', 'terbaru', 'nya', 'e', 'fotball', 'sprint', 'master', 'league', 'menurut', 'saya', 'event', 'ini', 'sangat', 'seru']","['suka', 'event', 'terbaru', 'e', 'fotball', 'sprint', 'master', 'league', 'event', 'seru']",suka event terbaru e fotball sprint master league event seru,positive
"cukup baik, tolong ditambahkan untuk liga Indonesia dan logo tim tim besar eropa di-update terbaru",5,cukup baik tolong ditambahkan untuk liga Indonesia dan logo tim tim besar eropa diupdate terbaru,cukup baik tolong ditambahkan untuk liga indonesia dan logo tim tim besar eropa diupdate terbaru,cukup baik tolong ditambahkan untuk liga indonesia dan logo tim tim besar eropa diupdate terbaru,"['cukup', 'baik', 'tolong', 'ditambahkan', 'untuk', 'liga', 'indonesia', 'dan', 'logo', 'tim', 'tim', 'besar', 'eropa', 'diupdate', 'terbaru']","['tolong', 'liga', 'indonesia', 'logo', 'tim', 'tim', 'eropa', 'diupdate', 'terbaru']",tolong liga indonesia logo tim tim eropa diupdate terbaru,negative
Gajelas padahal jaringan penuh tapi tetep aja pas main patah² gerakannya,1,Gajelas padahal jaringan penuh tapi tetep aja pas main patah² gerakannya,gajelas padahal jaringan penuh tapi tetep aja pas main patah² gerakannya,gajelas padahal jaringan penuh tapi tetep saja pas main patah² gerakannya,"['gajelas', 'padahal', 'jaringan', 'penuh', 'tapi', 'tetep', 'saja', 'pas', 'main', 'patah²', 'gerakannya']","['gajelas', 'jaringan', 'penuh', 'tetep', 'pas', 'main', 'patah²', 'gerakannya']",gajelas jaringan penuh tetep pas main patah² gerakannya,positive
kok ngestukc Mulu,1,kok ngestukc Mulu,kok ngestukc mulu,kok ngestukc melulu,"['kok', 'ngestukc', 'melulu']","['ngestukc', 'melulu']",ngestukc melulu,negative
"dark sistem 👎🏽 untuk game play sekarang sangat jelek, tidak masuk akal. lebih bagus game play sebelumnya. update terus menerus tetapi tidak ada kepuasan dalam bermain game.",1,dark sistem  untuk game play sekarang sangat jelek tidak masuk akal lebih bagus game play sebelumnya update terus menerus tetapi tidak ada kepuasan dalam bermain game,dark sistem  untuk game play sekarang sangat jelek tidak masuk akal lebih bagus game play sebelumnya update terus menerus tetapi tidak ada kepuasan dalam bermain game,dark sistem untuk game play sekarang sangat jelek tidak masuk akal lebih bagus game play sebelumnya update terus menerus tetapi tidak ada kepuasan dalam bermain game,"['dark', 'sistem', 'untuk', 'game', 'play', 'sekarang', 'sangat', 'jelek', 'tidak', 'masuk', 'akal', 'lebih', 'bagus', 'game', 'play', 'sebelumnya', 'update', 'terus', 'menerus', 'tetapi', 'tidak', 'ada', 'kepuasan', 'dalam', 'bermain', 'game']","['dark', 'sistem', 'game', 'play', 'jelek', 'masuk', 'akal', 'bagus', 'game', 'play', 'update', 'menerus', 'kepuasan', 'bermain', 'game']",dark sistem game play jelek masuk akal bagus game play update menerus kepuasan bermain game,negative
"game ini tidak terlalu bagus,yg seharus nya pelanggaran,malah tidak pelanggaran,dan lawan sering di berikeuntungan lebih baik,dan lawan kita biasa nya tidak sepantaran dengan kita,game ini sangat menyebalkan",1,game ini tidak terlalu bagusyg seharus nya pelanggaranmalah tidak pelanggarandan lawan sering di berikeuntungan lebih baikdan lawan kita biasa nya tidak sepantaran dengan kitagame ini sangat menyebalkan,game ini tidak terlalu bagusyg seharus nya pelanggaranmalah tidak pelanggarandan lawan sering di berikeuntungan lebih baikdan lawan kita biasa nya tidak sepantaran dengan kitagame ini sangat menyebalkan,game ini tidak terlalu bagusyg seharus nya pelanggaranmalah tidak pelanggarandan lawan sering di berikeuntungan lebih baikdan lawan kita biasa nya tidak sepantaran dengan kitagame ini sangat menyebalkan,"['game', 'ini', 'tidak', 'terlalu', 'bagusyg', 'seharus', 'nya', 'pelanggaranmalah', 'tidak', 'pelanggarandan', 'lawan', 'sering', 'di', 'berikeuntungan', 'lebih', 'baikdan', 'lawan', 'kita', 'biasa', 'nya', 'tidak', 'sepantaran', 'dengan', 'kitagame', 'ini', 'sangat', 'menyebalkan']","['game', 'bagusyg', 'seharus', 'pelanggaranmalah', 'pelanggarandan', 'lawan', 'berikeuntungan', 'baikdan', 'lawan', 'sepantaran', 'kitagame', 'menyebalkan']",game bagusyg seharus pelanggaranmalah pelanggarandan lawan berikeuntungan baikdan lawan sepantaran kitagame menyebalkan,negative
keren kali,5,keren kali,keren kali,keren kali,"['keren', 'kali']","['keren', 'kali']",keren kali,neutral
"game taik skill di game ini ga guna jir yg penting lu punya pemain p2w tinggal nyalain smart asist dah pasti menang jir, kalo bisa smart asist vs smart asist jangan smart asist vs manual lol capek cok",1,game taik skill di game ini ga guna jir yg penting lu punya pemain pw tinggal nyalain smart asist dah pasti menang jir kalo bisa smart asist vs smart asist jangan smart asist vs manual lol capek cok,game taik skill di game ini ga guna jir yg penting lu punya pemain pw tinggal nyalain smart asist dah pasti menang jir kalo bisa smart asist vs smart asist jangan smart asist vs manual lol capek cok,game tahi skill di game ini ga guna anjing yang penting kamu punya pemain posisi nyaman tinggal nyalain smart asist deh pasti menang anjing kalau bisa smart asist vs smart asist jangan smart asist vs manual tertawa capek cok,"['game', 'tahi', 'skill', 'di', 'game', 'ini', 'ga', 'guna', 'anjing', 'yang', 'penting', 'kamu', 'punya', 'pemain', 'posisi', 'nyaman', 'tinggal', 'nyalain', 'smart', 'asist', 'deh', 'pasti', 'menang', 'anjing', 'kalau', 'bisa', 'smart', 'asist', 'vs', 'smart', 'asist', 'jangan', 'smart', 'asist', 'vs', 'manual', 'tertawa', 'capek', 'cok']","['game', 'tahi', 'skill', 'game', 'anjing', 'pemain', 'posisi', 'nyaman', 'tinggal', 'nyalain', 'smart', 'asist', 'deh', 'menang', 'anjing', 'smart', 'asist', 'vs', 'smart', 'asist', 'smart', 'asist', 'vs', 'manual', 'tertawa', 'capek', 'cok']",game tahi skill game anjing pemain posisi nyaman tinggal nyalain smart asist deh menang anjing smart asist vs smart asist smart asist vs manual tertawa capek cok,negative
"game bodoh, disuruh hapus smart assist malah nyusahin yang laen, defend susah, stamina cepet habis, game tolol emang asli, kecewa gw",1,game bodoh disuruh hapus smart assist malah nyusahin yang laen defend susah stamina cepet habis game tolol emang asli kecewa gw,game bodoh disuruh hapus smart assist malah nyusahin yang laen defend susah stamina cepet habis game tolol emang asli kecewa gw,game bodoh disuruh hapus smart assist bahkan nyusahin yang laen defend susah stamina cepat habis game tolol emang asli buruk saya,"['game', 'bodoh', 'disuruh', 'hapus', 'smart', 'assist', 'bahkan', 'nyusahin', 'yang', 'laen', 'defend', 'susah', 'stamina', 'cepat', 'habis', 'game', 'tolol', 'emang', 'asli', 'buruk', 'saya']","['game', 'bodoh', 'disuruh', 'hapus', 'smart', 'assist', 'nyusahin', 'laen', 'defend', 'susah', 'stamina', 'cepat', 'habis', 'game', 'tolol', 'emang', 'asli', 'buruk']",game bodoh disuruh hapus smart assist nyusahin laen defend susah stamina cepat habis game tolol emang asli buruk,negative
konami login nya makin susas,2,konami login nya makin susas,konami login nya makin susas,konami login nya makin susas,"['konami', 'login', 'nya', 'makin', 'susas']","['konami', 'login', 'susas']",konami login susas,neutral
"Nyari lawan yang bener dong, kalah terus gua sama yang lari larinya kenceng, bek gua kalah lari terus, nyari lawan ga seimbang sama pemainnya ngotak dikit dong!",1,Nyari lawan yang bener dong kalah terus gua sama yang lari larinya kenceng bek gua kalah lari terus nyari lawan ga seimbang sama pemainnya ngotak dikit dong,nyari lawan yang bener dong kalah terus gua sama yang lari larinya kenceng bek gua kalah lari terus nyari lawan ga seimbang sama pemainnya ngotak dikit dong,mencari lawan yang benar dong kalah terus saya sama yang lari larinya kenceng bek saya kalah lari terus mencari lawan ga seimbang sama pemainnya ngotak dikit dong,"['mencari', 'lawan', 'yang', 'benar', 'dong', 'kalah', 'terus', 'saya', 'sama', 'yang', 'lari', 'larinya', 'kenceng', 'bek', 'saya', 'kalah', 'lari', 'terus', 'mencari', 'lawan', 'ga', 'seimbang', 'sama', 'pemainnya', 'ngotak', 'dikit', 'dong']","['mencari', 'lawan', 'kalah', 'lari', 'larinya', 'kenceng', 'bek', 'kalah', 'lari', 'mencari', 'lawan', 'seimbang', 'pemainnya', 'ngotak', 'dikit']",mencari lawan kalah lari larinya kenceng bek kalah lari mencari lawan seimbang pemainnya ngotak dikit,negative
Semenjak update kemarin game sering ngelag parah/patah² padahal sinyal bagus tolong diperbaiki,5,Semenjak update kemarin game sering ngelag parahpatah² padahal sinyal bagus tolong diperbaiki,semenjak update kemarin game sering ngelag parahpatah² padahal sinyal bagus tolong diperbaiki,semenjak update kemarin game sering lambat parahpatah² padahal koneksi bagus tolong diperbaiki,"['semenjak', 'update', 'kemarin', 'game', 'sering', 'lambat', 'parahpatah²', 'padahal', 'koneksi', 'bagus', 'tolong', 'diperbaiki']","['semenjak', 'update', 'kemarin', 'game', 'lambat', 'parahpatah²', 'koneksi', 'bagus', 'tolong', 'diperbaiki']",semenjak update kemarin game lambat parahpatah² koneksi bagus tolong diperbaiki,neutral
"setelah update season knpa di in game suka patah"" trus gbsa login karna akses nya penuh dah, gjls bngt kirain update season mkin bagus gtau nya menye"" -,-",2,setelah update season knpa di in game suka patah trus gbsa login karna akses nya penuh dah gjls bngt kirain update season mkin bagus gtau nya menye,setelah update season knpa di in game suka patah trus gbsa login karna akses nya penuh dah gjls bngt kirain update season mkin bagus gtau nya menye,setelah update season kenapa di in game suka patah trus gbsa login karena akses nya penuh deh gjls bngt kirain update season mkin bagus tidak tahu nya menye,"['setelah', 'update', 'season', 'kenapa', 'di', 'in', 'game', 'suka', 'patah', 'trus', 'gbsa', 'login', 'karena', 'akses', 'nya', 'penuh', 'deh', 'gjls', 'bngt', 'kirain', 'update', 'season', 'mkin', 'bagus', 'tidak', 'tahu', 'nya', 'menye']","['update', 'season', 'game', 'suka', 'patah', 'trus', 'gbsa', 'login', 'akses', 'penuh', 'deh', 'gjls', 'bngt', 'kirain', 'update', 'season', 'mkin', 'bagus', 'menye']",update season game suka patah trus gbsa login akses penuh deh gjls bngt kirain update season mkin bagus menye,neutral
makin lama game makin banyak cheater. tolong disikapi yang suka main cheat,1,makin lama game makin banyak cheater tolong disikapi yang suka main cheat,makin lama game makin banyak cheater tolong disikapi yang suka main cheat,makin lama game makin banyak curang tolong disikapi yang suka main cheat,"['makin', 'lama', 'game', 'makin', 'banyak', 'curang', 'tolong', 'disikapi', 'yang', 'suka', 'main', 'cheat']","['game', 'curang', 'tolong', 'disikapi', 'suka', 'main', 'cheat']",game curang tolong disikapi suka main cheat,neutral
Messi,5,Messi,messi,messi,['messi'],['messi'],messi,neutral
"seruuuu,tapiii suporter nya kurang banget",5,seruuuutapiii suporter nya kurang banget,seruuuutapiii suporter nya kurang banget,seruuuutapiii suporter nya kurang banget,"['seruuuutapiii', 'suporter', 'nya', 'kurang', 'banget']","['seruuuutapiii', 'suporter', 'banget']",seruuuutapiii suporter banget,positive
terlalu sering update tapi game nya GK ada perubahan.kalo bisa jgn ke seringan update,1,terlalu sering update tapi game nya GK ada perubahankalo bisa jgn ke seringan update,terlalu sering update tapi game nya gk ada perubahankalo bisa jgn ke seringan update,terlalu sering update tapi game nya gk ada perubahankalo bisa jangan ke seringan update,"['terlalu', 'sering', 'update', 'tapi', 'game', 'nya', 'gk', 'ada', 'perubahankalo', 'bisa', 'jangan', 'ke', 'seringan', 'update']","['update', 'game', 'gk', 'perubahankalo', 'seringan', 'update']",update game gk perubahankalo seringan update,positive
"akses beban server tinggi makanya beli server,sekelas konami gabisa beli server berapa M yang udah di pungut dari player per bulan?",1,akses beban server tinggi makanya beli serversekelas konami gabisa beli server berapa M yang udah di pungut dari player per bulan,akses beban server tinggi makanya beli serversekelas konami gabisa beli server berapa m yang udah di pungut dari player per bulan,akses beban server tinggi makanya beli serversekelas konami gabisa beli server berapa m yang sudah di pungut dari player per bulan,"['akses', 'beban', 'server', 'tinggi', 'makanya', 'beli', 'serversekelas', 'konami', 'gabisa', 'beli', 'server', 'berapa', 'm', 'yang', 'sudah', 'di', 'pungut', 'dari', 'player', 'per', 'bulan']","['akses', 'beban', 'server', 'beli', 'serversekelas', 'konami', 'gabisa', 'beli', 'server', 'pungut', 'player']",akses beban server beli serversekelas konami gabisa beli server pungut player,negative
baguuussss,5,baguuussss,baguuussss,baguuussss,['baguuussss'],['baguuussss'],baguuussss,neutral
"jujur, dari segi master league nya udh baguss batt cuman tolong kedepannya jgn dibikin cuman event doang tapi permanen kan (kayak my league) alasan gw balik maen lagi y karena ada master league ini. dari segi gameplay gw rasa ada penurunan pada pemain epic"" yg dirasa emg top, seperti shoot kadang ngasal, passing nyangkut dribble berat, padahal sebelumnya maen divisi aman"" aj. overall boleh lahhh",4,jujur dari segi master league nya udh baguss batt cuman tolong kedepannya jgn dibikin cuman event doang tapi permanen kan kayak my league alasan gw balik maen lagi y karena ada master league ini dari segi gameplay gw rasa ada penurunan pada pemain epic yg dirasa emg top seperti shoot kadang ngasal passing nyangkut dribble berat padahal sebelumnya maen divisi aman aj overall boleh lahhh,jujur dari segi master league nya udh baguss batt cuman tolong kedepannya jgn dibikin cuman event doang tapi permanen kan kayak my league alasan gw balik maen lagi y karena ada master league ini dari segi gameplay gw rasa ada penurunan pada pemain epic yg dirasa emg top seperti shoot kadang ngasal passing nyangkut dribble berat padahal sebelumnya maen divisi aman aj overall boleh lahhh,jujur dari segi master league nya udh baguss batt cuman tolong kedepannya jangan dibikin cuman event doang tapi permanen kan kayak my league alasan saya balik main lagi ya karena ada master league ini dari segi gameplay saya rasa ada penurunan pada pemain epic yang dirasa emg top seperti shoot kadang ngasal passing nyangkut dribble berat padahal sebelumnya main divisi aman saja overall boleh lahhh,"['jujur', 'dari', 'segi', 'master', 'league', 'nya', 'udh', 'baguss', 'batt', 'cuman', 'tolong', 'kedepannya', 'jangan', 'dibikin', 'cuman', 'event', 'doang', 'tapi', 'permanen', 'kan', 'kayak', 'my', 'league', 'alasan', 'saya', 'balik', 'main', 'lagi', 'ya', 'karena', 'ada', 'master', 'league', 'ini', 'dari', 'segi', 'gameplay', 'saya', 'rasa', 'ada', 'penurunan', 'pada', 'pemain', 'epic', 'yang', 'dirasa', 'emg', 'top', 'seperti', 'shoot', 'kadang', 'ngasal', 'passing', 'nyangkut', 'dribble', 'berat', 'padahal', 'sebelumnya', 'main', 'divisi', 'aman', 'saja', 'overall', 'boleh', 'lahhh']","['jujur', 'segi', 'master', 'league', 'udh', 'baguss', 'batt', 'cuman', 'tolong', 'kedepannya', 'dibikin', 'cuman', 'event', 'doang', 'permanen', 'kayak', 'league', 'alasan', 'main', 'master', 'league', 'segi', 'gameplay', 'penurunan', 'pemain', 'epic', 'dirasa', 'emg', 'top', 'shoot', 'kadang', 'ngasal', 'passing', 'nyangkut', 'dribble', 'berat', 'main', 'divisi', 'aman', 'overall', 'lahhh']",jujur segi master league udh baguss batt cuman tolong kedepannya dibikin cuman event doang permanen kayak league alasan main master league segi gameplay penurunan pemain epic dirasa emg top shoot kadang ngasal passing nyangkut dribble berat main divisi aman overall lahhh,negative
